Station Name,Water Year,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Precipitation Accumulation (in) Start of Month Values
Horse Ridge,2014,0,0,0.3,1.5,2,3.4,5.9,7.4,10.6,11.3,20.7,20,24.4,24.6,15.9,26.6,0,28.5,0,30.2,0,33.3,0,36.9
Horse Ridge,2015,0,0,0,0.1,4.2,4.5,9.1,9.3,10.7,11.2,13,13.5,6.5,15.5,0,17.5,0,21.7,0,23.1,0,24.6,0,25.8
Horse Ridge,2016,0,0,0,1.3,2,4.1,9.6,10.8,15.1,16,17.7,18.6,22.1,23.7,10.8,26.7,0,30.8,0,30.9,0,30.9,0,32.5
Horse Ridge,2017,0,0,0,3.6,2.2,6,9.7,13.5,22,24.4,29.4,32.2,30.1,37.1,27.7,41.6,0,42.9,0,44,0,44.2,0,45.8
Horse Ridge,2018,0,0,0,0.5,2.8,5,5.8,8.9,8.5,11.6,11.2,14.3,13.5,17.8,0.5,21.2,0,23.1,0,23.5,0,23.6,0,24
Horse Ridge,2019,0,0,0.1,4.7,4.4,9.6,7.1,12.4,11,16.5,20.3,24.1,25.8,28.8,17.4,32.5,0,35.8,0,37.2,0,37.4,0,37.7
Horse Ridge,2020,0,0,1.4,2.5,3.5,5.5,6.9,9.4,11.8,14.7,15.5,17.9,19.1,22.8,5.7,24,0,25.3,0,28.8,0,28.9,0,29
Horse Ridge,2021,0,0,0,1.5,2.6,5.4,3.9,6.8,6.3,9.4,12.8,15.4,12.8,16.9,3.2,19.1,0,20.8,0,21.2,0,21.7,0,24.1
Horse Ridge,2022,0,0,0,4.9,0.5,6.3,8.6,14.2,11.4,18.6,11.8,19.1,11.8,22,8,26.5,0,29.9,0,30.7,0,30.9,0,32.6
Idarado,1980,,,,,,,,,,,,,,,,,,,,,0,26.3,0,28.2
Idarado,1981,0,0,0.2,1.9,1.9,3.4,3.8,4.6,4.1,4.7,6.7,7.4,11.2,12,0.8,13.7,0,17.6,0,18.6,0,23.4,0,25.3
Idarado,1982,0,0,0.6,4.4,1.1,6,6.3,10.6,10.2,14.9,12.4,17.6,17.6,22.3,10.4,23.6,0,27,0,27.4,0,29.4,0,34.6
Idarado,1983,0,0,0.4,1.6,4.1,6,5,7.4,6.3,8.8,11.8,12.5,18.3,18,18.1,21.6,1.8,25.7,0,28.2,0,31.5,0,33.5
Idarado,1984,0,0,0,0.9,3.6,6.4,12.8,15.6,14.2,17.3,18.5,20.5,23,25.3,23.1,31.1,0,32.8,0,36.1,0,39.1,0,43.9
Idarado,1985,0,0,1.5,4.9,1.6,6.9,6.3,9.6,9.4,12.4,11.5,14.7,15.3,19.3,9.9,23.3,0,26.8,0,28.2,0,30.1,0,31.7
Idarado,1986,0,0,0,2.3,3.2,6,5.2,8.8,5.8,10,8.2,13.3,11.5,17.1,7.8,22.3,0,25.3,0,27.4,0,30.4,0,33.2
Idarado,1987,0,0,1.6,3.1,6.4,8.3,8.2,9.1,8.5,12.3,12.2,16.1,17,20,8.9,22.1,0,24.1,0,24.8,0,26.8,0,29.7
Idarado,1988,0,0,0,1.6,1.1,5,2.8,7.1,5,9.9,6.1,11.4,8.6,15.1,1.7,17.1,0,19.8,0,21.3,0,22.6,0,26
Idarado,1989,0,0,0,1.1,4.1,6,8.1,9.8,9.8,12,14.2,15.7,12.5,18.3,0,19.3,0,20.1,0,20.3,0,22.5,0,23.6
Idarado,1990,0,0,0,2.6,1.1,3.2,2.7,5,4.3,6.7,6.5,9,8.3,12.8,6.7,19.1,0,20.9,0,21.4,0,24.2,0,26.2
Idarado,1991,0,0,0,3.4,2.3,7.4,5.7,9.3,6.4,11.3,6.9,13,13.3,19.2,9.4,22.3,0,23.7,0,24.4,0,27.2,0,29
Idarado,1992,0,0,0.9,1.6,6.4,7.2,6.1,8.5,8,9.7,9.3,12.3,16.6,17,2.4,18.4,0.6,22.9,0,23.4,0,25.8,0,30.4
Idarado,1993,0,0,0.8,1.9,2.8,5.1,4.9,7.2,9.4,11,13.6,15.1,15.7,18.4,11.4,22.2,0,25.2,0,25.6,0,25.8,0,28.8
Idarado,1994,0,0,0,2.8,2.3,5.5,4.3,7.8,5.9,9.6,9.3,12.5,12,14.8,8.7,19.8,0,21.5,0,22.2,0,23.1,0,25.2
Idarado,1995,0,0,0.2,2.4,4.9,8.2,5.7,10.2,10.7,13.4,13.7,15.7,17,20.7,16.3,25,6.7,30.2,0,33,0,34.2,0,37.2
Idarado,1996,0,0,0.1,0.8,2.2,3.8,3.1,6.5,9.9,12.8,12.7,15.7,15.5,18.6,12.2,22.3,0,22.7,0,25.5,0,26.8,0,27.9
Idarado,1997,0,0,2.5,6.4,6.9,10.8,12.1,15.4,18,20.4,21.7,23.1,20.9,24.6,19.6,29.2,0,31.1,0,32.7,0,34.6,0,38.1
Idarado,1998,0,0,0.1,5,2.3,8.1,5.4,9.7,6.4,12.3,8.4,14.6,13.4,20,12.4,23,0,23.8,0,24.2,0,26.7,0,29
Idarado,1999,0,0,0,4.7,2.1,7.5,4.5,9.1,7.3,12.7,9,15.1,9.1,17.1,10,24,0,28.2,0,30.2,0,34.6,0,38.9
Idarado,2000,0,0,0,0.7,0.4,1.2,3.2,3.7,6.2,7.2,8.8,10.1,14.1,16.1,5.6,17.4,0,19,0,19.6,0,20.7,0,23.7
Idarado,2001,0,0,1.1,4.3,2.8,6.7,4.9,8.7,7.3,10.5,8.9,13.6,9.6,16,6,19.9,0,22.1,0,22.8,0,24.2,0,27.4
Idarado,2002,0,0,0.1,1.7,2.2,4.9,5.1,7.3,5.9,8.2,7.1,9.8,6.1,11.9,0,13.1,0,13.3,0,13.3,0,16.9,0,19
Idarado,2003,0,0,0.9,3,3.8,6,6.6,8.1,6.7,9,8,11.8,11.4,15.3,6.9,18.1,0,19.4,0,20,0,20.9,0,24.2
Idarado,2004,0,0,0,0.8,2.8,4.9,6.5,8.6,8.6,10.7,11.9,14.9,11,16.4,9.1,21.6,0,22.2,0,22.4,0,25,0,26.3
Idarado,2005,0,0,1,4.1,2.9,7,5,9.4,9.6,13.6,12.1,15.5,16.8,19.5,12.8,23.1,0,23.9,0,25.6,0,26.6,0,29.8
Idarado,2006,0,0,0,3.6,2.4,6.1,5.5,9.7,8.2,13.5,8.7,14.7,14.7,19.3,3.3,21.7,0,22.8,0,23.3,0,28.3,0,31.4
Idarado,2007,0,0,1.7,6.1,3.2,8.8,5.2,11.5,8,13.9,10.2,16.6,9.3,19,6.5,24.5,0,27.9,0,28.3,0,30.3,0,33
Idarado,2008,0,0,0,3.9,2.5,5.7,6.1,10.7,10.5,15.9,14.9,21.1,16,23.3,12.8,26.6,0,29.7,0,29.9,0,32.3,0,33.9
Idarado,2009,0,0,0.1,2.3,3.3,5.6,8.1,11.7,10.8,14.2,12.1,16.6,13.9,19.3,6.2,23.7,0,24.8,0,28,0,30.6,0,31.8
Idarado,2010,0,0,1.5,3.6,3,5,5.5,8.3,7.5,10.7,10.4,13.6,15.3,19.2,6.4,23,0,24,0,24.7,0,27.6,0,31.3
Idarado,2011,0,0,0.5,3.2,3.3,5.7,6.8,10.6,10,13.4,12.9,16.3,14.5,19.1,15.9,25.3,3,30.3,0,30.7,0,34.3,0,36
Idarado,2012,0,0,0.2,3.1,2.2,5.7,5.1,7.5,7.1,10.2,9.6,13.8,8.5,15.8,0,17.6,0,17.8,0,17.8,0,20.7,0,23.5
Idarado,2013,0,0,0,0.9,1,2.2,3.2,4.4,5.5,6.8,8.2,9.8,9.3,12.1,3.9,15.2,0,15.9,0,16,0,19.8,0,23.7
Idarado,2014,0,0,1.2,4.1,3.8,6.7,5.6,8.5,7.2,10.6,10.8,14.5,12.6,17.5,9.9,21.1,0,23.7,0,23.9,0,26.9,0,30.9
Idarado,2015,0,0,0,1.5,4.6,6.6,7.9,10.4,8.9,11.5,11.6,14.3,9.8,15.8,3.1,17.9,0,23.7,0,25.4,0,27.5,0,29
Idarado,2016,0,0,0.2,3,3.6,7.1,7.5,11,11.2,15.1,12.9,16.5,15,19.9,10.8,23.3,0,25.6,0,27.3,0,28.2,0,32
Idarado,2017,0,0,0,0.6,2.7,3.3,6.4,7.6,12.8,14.4,15.5,17.1,16.3,21.1,10.8,24.2,0,26.9,0,27.3,0,31.3,0,33
Idarado,2018,0,0,0.9,1.5,1.1,2.3,1.6,2.9,4.4,5.9,7.6,9.5,8.2,11.3,0,14.1,0,14.9,0,15,0,17.4,0,19.1
Idarado,2019,0,0,0.4,3.2,1.8,5,4.3,7.5,7.4,10.9,11.6,15.3,18.9,22.5,13.4,25.4,4.5,29.5,0,30.6,0,31.6,0,33.4
Idarado,2020,0,0,0.7,1.2,2.9,4.1,6.5,7.9,8.6,10.1,10.5,12.2,12.6,15,5.6,16.8,0,17.8,0,20.2,0,23.6,0,24.5
Idarado,2021,0,0,0.6,0.6,2.7,4.5,5.2,7.2,7.2,8.9,9.7,11.4,13.1,14.9,4.6,16.3,0,19.4,0,21.2,0,25.1,0,26.8
Idarado,2022,0.1,0,1.2,3.5,1.7,4.5,5.2,8.6,5.7,9.3,8.5,12.2,11.4,16.1,3,17.9,0,18.3,0,20.3,0,26,0,29.8
Independence Pass,1981,0,0,1,2,1.9,3,3.4,4.6,4.5,5.7,6.2,6.9,10.9,11.6,2,13.4,0,19.1,0,20.1,0,23.5,0,25.9
Independence Pass,1982,0,0,2.4,3.4,4.5,5.7,9.6,10.3,13.8,14.7,15.5,16.3,19.3,20.6,19,23.5,0.3,25.6,0,26.5,0,28.6,0,31.4
Independence Pass,1983,0,0,1.3,2.2,4.8,6.1,6.9,7.2,8.3,8.9,10.8,11.6,16.6,17.6,18.5,21.5,11,26,0,27.5,0,31,0,34.5
Independence Pass,1984,0,0,0.3,1.7,6.1,7.6,13.8,15.4,14.8,16.6,17.3,19.1,21.3,23.6,24.1,28.3,5.4,31.2,0,34.3,0,38.2,0,40.7
Independence Pass,1985,0,0,2.4,4.4,5.4,7.4,7.8,9.9,9.6,11.6,12.1,14.1,17.8,19.3,16,22.8,0,25.1,0,26.3,0,29.7,0,30.2
Independence Pass,1986,0,0,2.3,3.3,7.4,8.3,9.8,9.7,11.5,11.2,16.1,16.1,16.5,19.1,17.1,23.6,0,25.3,0,27.1,0,29.9,0,32.4
Independence Pass,1987,0,0,1.5,2.5,5.4,6.4,6.1,7.1,8.7,10.1,11.8,12.9,15.8,16.6,11.8,18.3,0,20.3,0,21.6,0,23.3,0,26.2
Independence Pass,1988,0,0,0,0.9,2,3.1,5.5,5.9,8.7,9.1,10.6,11,13.8,14.1,7.4,15.9,0,18,0,20.3,0,22.6,0,23.6
Independence Pass,1989,0,0,0,0.8,3.6,4.8,7.2,7.5,8.9,9.3,12.9,13.5,14.5,16.1,9.7,19.3,0,21.1,0,22.1,0,25.7,0,27.5
Independence Pass,1990,0,0,0,1.3,1.7,3.5,5.4,7.1,7.8,9.4,9.9,11.4,13.4,15.3,14,21,0,22.8,0,23.4,0,26.2,0,27.9
Independence Pass,1991,0,0,0.2,3.1,3.2,5.7,5.7,7.6,7.5,9.5,9.7,11.6,16.2,17.6,17.1,21.2,0,22.6,0,24.4,0,25.4,0,26.3
Independence Pass,1992,0,0,1.9,2.1,6.5,6.7,7,7.6,8.4,8.9,10.5,10.9,14,14.8,10,17.1,0,19.9,0,22,0,24.8,0,27.4
Independence Pass,1993,0,0,1.1,2.6,4.5,6.2,7.2,7.4,9.7,10.1,15.1,15.5,19.7,20.5,23.7,26.4,5,27.9,0,29.1,0,30.3,0,33.1
Independence Pass,1994,0,0,1.8,3.6,5,6.7,7.5,9,10,11.4,13.7,14.7,15.8,16.5,15.9,20.3,0,22.1,0,22.9,0,23.1,0,24
Independence Pass,1995,0,0,0.9,2.5,6.2,6.5,6.9,7.7,10,10.8,15,15.5,18.7,20.9,24.2,27.2,23.5,34.9,0,37.1,0,39.1,0,41.6
Independence Pass,1996,0,0,1.1,2.3,4.7,5.9,7.4,8.5,12.9,13.9,17.1,18,21,22,21.4,26.3,0,27.6,0,29.6,0,30.6,0,31.1
Independence Pass,1997,0,0,2.4,3.3,6.3,6.6,12.2,11.8,16.1,16.5,17.4,18,20.1,20.2,23,25,0.2,28.3,0,29.1,0,30,0,32.2
Independence Pass,1998,0,0,1.4,3.1,5,6,6.7,7.2,9.3,9.6,11.8,12.1,14.9,15.8,15.4,20,0,20.4,0,22.1,0,25.7,0,27.3
Independence Pass,1999,0,0,0.4,2.6,3.1,4.9,4.3,6,8.9,10.3,11.7,12.9,13.5,15,17.8,21.2,0,25.3,0,27,0,29.6,0,31.8
Independence Pass,2000,0,0,0.8,1.6,2.3,2.5,4.7,4.9,8,8.6,10.9,11.7,14.2,15.5,10.9,18.9,0,20.7,0,21.8,0,23.8,0,25.3
Independence Pass,2001,0,0,1,1.6,3.5,3.8,6.8,6.6,8.5,8.3,11,11.2,14.3,15,11.3,18.7,0,21,0,22.6,0,24.5,0,28.2
Independence Pass,2002,0,0,0.3,0.8,3.5,3.3,5.5,5,7,6.7,9.9,9.5,11.3,12.5,2.5,13.9,0,14.8,0,14.9,0,17,0,18.3
Independence Pass,2003,0,0,1.1,2.3,5.5,5.9,8,7.6,9.1,8.7,12.7,12.1,16.2,15.8,15.9,19.5,0,21.4,0,23.3,0,24.6,0,25.9
Independence Pass,2004,0,0,0,0.9,3.8,4.7,7.2,7.6,9.1,9.1,11.9,11.6,12.9,13.8,12.6,17.7,0,18.9,0,20.4,0,22.9,0,23.6
Independence Pass,2005,0,0,1.1,2.2,4.1,4.8,7.2,6.9,11,11.1,12.8,13,15.3,15.8,13.6,19.1,0,20.5,0,22.9,0,24.6,0,27.5
Independence Pass,2006,0,0,1.9,3,5.7,6.9,8.9,11.6,11.5,15.1,13.8,17.3,15.9,20,12.1,22.5,0,24.1,0,25.3,0,27.8,0,30.4
Independence Pass,2007,0.9,0,2.5,4.3,5.5,7.4,7.6,9.2,10.4,10.9,13.5,13.9,15.4,16.2,11.7,20.1,0,22.3,0,23.3,0,26.4,0,30.4
Independence Pass,2008,0,0,2.3,2.9,4.4,4.4,8.6,8.9,13.8,13.8,19,18.6,23.5,22.9,23.5,27.5,5.6,30.3,0,31.1,0,31.9,0,33.5
Independence Pass,2009,0,0,1.3,2.3,6.1,6.3,10.6,11,14.1,14.4,16.8,17,19.7,20.1,15.8,24.1,0,26.7,0,28.4,0,30.4,0,31
Independence Pass,2010,0,0,3.1,3.3,4.3,4.3,7.6,7.6,9.4,9.4,12.8,12.7,15.8,15.7,12.7,19.4,0,21.6,0,22.6,0,24.8,0,28
Independence Pass,2011,0,0,1.4,3,5.8,6,9.3,10.3,12.6,12.9,16.4,16.4,20.1,20.1,24.8,26.5,10.9,29.3,0,30,0,32.9,0,34
Independence Pass,2012,0,0,0.6,2.7,2.8,4.6,3.9,5.6,6.8,8.2,9.8,10.6,8.9,11.4,0.9,14,0,15,0,15.4,0,18.3,0,20.8
Independence Pass,2013,0,0,0,1.4,0.3,2,3.1,4.8,4.9,6.5,7.3,9,11.1,12.5,12.1,17.3,0,20.1,0,20.6,0,24.1,0,26.2
Independence Pass,2014,0,0,2,2.5,4.3,4.9,6.7,7.1,11.8,11.9,15.3,15.1,19.5,18.7,18.3,22.7,0.1,24.8,0,25.5,0,27,0,29
Independence Pass,2015,0.1,0,0.1,1.7,5,6.3,8.8,10,10.3,11.6,13.1,14.5,15.1,16.5,12.9,19.2,1.2,24.6,0,26,0,28.5,0,30.2
Independence Pass,2016,0,0,1.5,2.1,4.4,5,6.9,7.5,10.7,11.3,12.2,13,15,16.9,17,21.2,0,23.5,0,24.1,0,25.3,0,28.5
Independence Pass,2017,0,0,0,0.9,2.4,3.2,7.2,7.7,13.4,13.9,15.4,16.3,16.7,18.7,16.9,22.1,0,24.6,0,24.6,0,28.2,0,29.7
Independence Pass,2018,0.5,0,0.8,2.2,2.3,4.1,4,5.9,6.3,8.2,8.8,10.7,10.5,12.7,9.8,17.4,0,18.2,0,18.8,0,19.7,0,20.6
Independence Pass,2019,0,0,0.8,2.3,4.6,5.9,7,8.1,10.3,11.3,13.7,14.5,20.7,20.7,19.9,25,11.6,28.8,0,30.2,0,31.1,0,32.2
Independence Pass,2020,0,0,2.2,2.1,4.3,4.1,7.2,6.9,10.1,9.6,14.6,13.9,17.3,16.7,15,19.6,0,21.4,0,23.3,0,25.1,0,26.6
Independence Pass,2021,0,0,0.9,1,3.2,3.3,5.7,5.7,7.1,7,10.3,10,14.5,13.7,9.5,15.1,0,17.6,0,19.1,0,22.4,0,24
Independence Pass,2022,0,0,1,2.1,3.2,4.4,8,8.8,9.3,10,11,11.7,13.6,14.4,11.3,17,0.2,18.9,0,20.8,0,22.6,0,26.6
Little Bear,1979,0,0,0,0,4.3,5.5,10.1,10.5,13.8,15.1,18.3,19.6,18.6,23.1,0,24.5,0,27.6,0,28.2,0,29.7,0,30.9
Little Bear,1980,0,0,0,3.9,0.9,6.5,1.1,7.2,8.2,16.5,11,23.1,16.6,28.5,0,30.5,0,37.1,0,39.2,0,39.7,0,39.8
Little Bear,1981,0,0,0,1.6,1.7,3.7,3.5,6.5,4.3,8.5,5.6,10.7,7.1,13.7,0,14.7,0,21.3,0,21.8,0,21.9,0,21.9
Little Bear,1982,0,0,0.3,7,0.9,10,6.3,18.1,13.2,25.1,11.1,27.2,16.8,36.9,0,37.2,0,39.5,0,40.3,0,42.8,0,44.5
Little Bear,1983,0.1,0,0.1,3.4,2.4,6.9,7.1,11.9,10.2,13.2,15.8,20.8,17.8,26.9,9.5,30.9,0,35.7,0,36.9,0,38.8,0,43
Little Bear,1984,0,0,0,4.3,5.7,11.6,17.3,23.1,19.1,24.8,24.5,28.2,25.1,30.8,19.3,34.6,0,37.2,0,41.8,0,44,0,44.9
Little Bear,1985,0,0,1.5,4.9,6.2,11,9.9,14.5,11,16,16.3,20.3,18.8,23.8,0,26.5,0,29.7,0,30.4,0,33.2,0,33.4
Little Bear,1986,0,0,0,3.9,7.6,13.1,11,15.7,14.2,19.6,18.5,33.6,9,38.6,0,47.4,0,50.6,0,51.1,0,52.4,0,53
Little Bear,1987,0.1,0,0,1.9,0.4,4.5,0.3,5.1,3.5,9.2,6,11.6,9.1,14.1,0,15.9,0,21.4,0,22.1,0,24.5,0,26.9
Little Bear,1988,0,0,0,1.6,1.2,4.4,2.6,7.6,7.1,10.8,8.1,11.8,6,13.7,0,16.7,0,20,0,20.5,0,21.4,0,22
Little Bear,1989,0,0,0,0.5,3.9,8,9.3,13.2,12.2,16.1,14.7,18.4,6.3,23.5,0,25.2,0,26.7,0,28.1,0,28.8,0,31
Little Bear,1990,0,0,0,2.1,1.5,5.5,1.8,6,6.7,11.2,8.9,13.9,0,16.4,0,19.2,0,22,0,23.6,0,24,0,24.8
Little Bear,1991,0,0,0,2.3,1.5,6.3,4.4,9.9,5.7,11.7,6.7,14,9,17.5,0,20.4,0,25.1,0,27.1,0,28.3,0,29.5
Little Bear,1992,0,0,0.7,3.4,1.1,7,2.3,8.9,2.7,10,3.5,13.5,0,14.2,0,15.5,0,16,0,18.1,0,21,0,21.2
Little Bear,1993,0,0,0.1,5.2,1.6,8.4,4.9,14,8.2,20.1,11.6,24.5,5.8,29.6,0,32.6,0,36.3,0,40.6,0,42.4,0,44.1
Little Bear,1994,0,0,0,3.2,1.8,4.9,3.3,6.8,4.5,8.5,10,15.7,4.8,20.3,0,23.9,0,25.8,0,25.9,0,25.9,0,25.9
Little Bear,1995,0,0,0,4.1,2.6,9.3,4.6,12.4,9.4,18.6,8.8,20.7,4.3,28.1,0,31.2,0,35.7,0,38.7,0,39.7,0,41.3
Little Bear,1996,0,0,0,1.5,0,4.2,1,7.9,7.4,15.8,9.7,19.2,8.7,22.6,0,25.9,0,29.5,0,29.6,0,31.1,0,31.1
Little Bear,1997,0,0,0.8,3.4,0.7,7.6,13.8,22.7,20.4,31,23.4,33.3,17.2,35.5,4.5,40,0,42.7,0,46,0,47.4,0,50.6
Little Bear,1998,0,0,0,2,1,3.9,3.4,6.1,13,17.6,18.4,23.7,16.4,27.1,4.4,29.8,0,35.5,0,40.6,0,42.7,0,44.2
Little Bear,1999,0,0,0,3.2,0,6,2.1,8.5,6.9,14.2,11.7,19.8,6.9,22.2,0.1,26.9,0,30.8,0,33.3,0,33.4,0,34
Little Bear,2000,0,0,0,0.4,0,1.5,1.7,3.8,2.9,8.7,7.7,14.6,8,18.3,0,19.5,0,21.3,0,21.5,0,21.5,0,23.7
Little Bear,2001,0,0,0,3.6,1.3,5.5,4.6,9.5,5.7,10.9,9.9,15.3,2.6,17.6,0,20.2,0,20.8,0,21.9,0,25.3,0,25.7
Little Bear,2002,0,0,0,2.3,2.7,7.4,7.1,14.4,8.9,17.1,10,18.3,8,21.2,0,24.7,0,26.7,0,26.8,0,27.1,0,27.1
Little Bear,2003,0,0,0.2,2.1,0.7,5.1,3.3,8,2.8,9.8,5.2,12.6,0,15.4,0,17.1,0,19.7,0,20.4,0,20.8,0,21.5
Little Bear,2004,0,0,0.5,1.2,3.3,5.9,8.5,13,9.8,15.9,13.7,20.3,2.8,21.4,0,24.2,0,26.3,0,27.3,0,27.8,0,29.4
Little Bear,2005,0,0,0.5,8.6,1.2,10.5,5.3,15.5,10.1,20.9,14.4,24.8,14.2,28.8,0,33.3,0,37.2,0,40.2,0,40.3,0,41.4
Little Bear,2006,0,0,0,2.9,1.9,6.1,5.1,14.7,11.4,21.2,11.8,23.6,13.8,29.7,0,33.5,0,34.6,0,36.2,0,36.7,0,38
Little Bear,2007,0,0,0,3.2,1.7,7.8,3,9.9,4.8,11.5,7.8,15.8,1,18.9,0,20.5,0,22.9,0,23.4,0,24.6,0,26.3
Little Bear,2008,0,0,0,2.1,0.3,3,5,8.4,10.4,14.8,14.8,20.2,15.4,21.8,2.8,23.3,0,25.8,0,27,0,27.2,0,29.2
Little Bear,2009,0,0,0,1.9,0,4.1,5.2,9.9,7.4,14.8,11.7,20.2,10.4,24.3,0,29.4,0,31.6,0,36,0,36.5,0,37.6
Little Bear,2010,0,0,0.1,3.3,0.9,4.1,4,7.8,6.9,10.8,7.7,12.1,6.3,14.6,0,19,0,22.9,0,25,0,25.4,0,27.1
Little Bear,2011,0,0,0,6.5,3.3,11.4,10.8,22.4,11.7,24.7,14.6,28,18,34.3,8,40.2,0,46.4,0,47.9,0,49,0,50.9
Little Bear,2012,0,0,0,3.2,2.8,7.1,3.3,7.7,9,14,11.9,15.7,1,18.7,0,22,0,25.9,0,26,0,26.7,0,27.4
Little Bear,2013,0,0,0.5,3.9,0,7.1,3.5,11.8,5.6,14.2,6.9,15.8,0.6,17.6,0,20.4,0,22.6,0,22.7,0,23,0,23.3
Little Bear,2014,0,0,0,2.8,1.5,4.5,4.1,7.7,6,9.9,7.7,15.9,6.8,21.4,0,23.6,0,25.7,0,27.7,0,28.3,0,31.5
Little Bear,2015,0,0,0,0.9,3,3.8,5.4,7.9,6,8.9,1.4,10,0,11.7,0,14.6,0,21.1,0,21.2,0,23.2,0,24.9
Little Bear,2016,0,0,0,1.6,0.8,3.5,4.5,8.6,7.6,12.9,8.1,14.9,5,19.8,0,23.3,0,27.2,0,28,0,28.3,0,29.2
Little Bear,2017,0,0,0,3.4,2.5,7.4,7.1,15.3,16.6,27.2,19.3,35.4,7.8,39.2,0,43.4,0,44.8,0,45.1,0,45.9,0,45.9
Little Bear,2018,0,0,0,0.8,0.9,5.5,2.7,7.1,3.5,10,4.9,11.9,3.5,16.6,0,19.2,0,21,0,21.3,0,21.4,0,21.9
Little Bear,2019,0,0,0,4.2,3.3,7.5,5.1,9.2,9.1,13.8,14.9,21.4,16.1,26.7,0.2,31.6,0,37.6,0,38.6,0,38.6,0,38.6
Little Bear,2020,0,0,0.5,1.6,2.9,5,5.3,7.3,9,10.9,10.9,12.7,6.5,16.1,0,17,0,17.9,0,20.7,0,20.9,0,21.1
Little Bear,2021,0,0,0,0.7,1.6,3.8,2.5,4.9,4.8,7.2,7.7,10.7,4.6,12,0,13.7,0,14.8,0,15.4,0,16,0,18.6
Little Bear,2022,0,0,0,6.1,0,7.7,6.2,14.1,7.7,16.2,8.1,16.7,1.9,19,0,22.8,0,26.3,0,26.9,0,26.9,0,28.9
Lizard Head Pass,1980,,,,,,,,,,,,,,,,,,,,,0,32.1,0,33.5
Lizard Head Pass,1981,0,0,0.7,2.1,3.1,4.2,4.5,5.4,5.9,6.2,7.2,7.9,10.9,12,4.2,13.1,0,16.9,0,18.1,0,24,0,26.6
Lizard Head Pass,1982,0,0,0.9,4.4,5.6,6.7,8.2,11.6,11.9,15.7,14,17.8,18.8,22.6,18.5,23.5,4.8,26.2,0,26.3,0,28.6,0,34.7
Lizard Head Pass,1983,0,0,0.5,1.5,6.6,6.1,7.4,7.9,8.3,9.8,13.2,13.6,19.3,18.5,24.3,23,15.3,25.5,0,27.7,0,31.1,0,36.4
Lizard Head Pass,1984,0,0,0,1.9,4.1,6.2,13.4,14.5,14.4,16.1,17.8,17.3,20,20.8,21.9,24.2,0,26.6,0,30.1,0,33.4,0,39.2
Lizard Head Pass,1985,0,0,2.3,5,3.4,7.7,9.1,12.4,11.2,13.8,13.4,15.3,21.1,20.3,18.8,24,0,26.8,0,27.5,0,30.9,0,31.8
Lizard Head Pass,1986,0,0,0.3,3.1,5.9,8.7,7.6,10.6,7.5,10.8,13,15.8,16.6,19.1,18.1,23.3,0,25.9,0,28.5,0,32.1,0,34.9
Lizard Head Pass,1987,0,0,1,3.6,4.9,9,6.9,9.7,7.8,12.6,12,16.3,15.4,19,16.1,21.3,5.9,24.6,0,25.1,0,26.8,0,31.2
Lizard Head Pass,1988,0,0,0,2.8,3.5,4.8,5.3,5.9,8,9,8.7,9.7,9.1,10.9,6.1,12.2,0,16,0,18.1,0,20.1,0,24.5
Lizard Head Pass,1989,0,0,0,0.5,2.7,3.5,7.7,5,10.3,7.2,12.1,9.4,14.1,11.8,6,13.5,0,15,0,15.3,0,19.3,0,20.8
Lizard Head Pass,1990,0,0,0.6,2.1,0,2.5,1.1,3.3,2.6,4.8,4.6,6.8,7.1,10.5,10.1,16,0,17.5,0,18.1,0,21.9,0,24.9
Lizard Head Pass,1991,0,0,0,2.5,3.5,5.3,5.2,7.1,7.7,9.6,9.7,11.3,18.3,16.5,12.4,17.3,0,19.7,0,21.3,0,24.7,0,28.6
Lizard Head Pass,1992,0,0,0.7,2.6,5.2,6.8,6.6,8.1,7.7,9.1,12.1,11.7,17,16.6,9.5,18.2,0,22.5,0,23.4,0,26.6,0,29.8
Lizard Head Pass,1993,0,0,0.6,1.6,2.8,4.1,5.3,6.5,12.8,12.7,21,18.4,24.5,21.5,22.5,23.8,4.7,27.3,0,28,0,28.1,0,32.6
Lizard Head Pass,1994,0,0,0.4,2.3,3.5,5.4,4.7,6.7,5.4,7.3,9.6,10.3,11.5,12.4,12.3,17,0,19.6,0,20.1,0,20.6,0,22.5
